RADICADO,FECHA,HORA,DÍA DE LA SEMANA,CLASE DE VEHICULO,TIPO DE SERVICIO,TIPO DE VICTIMA,SEXO,ESTADO DE BEODEZ,RESULTADO DE BEODEZ,GRAVEDAD,CLASE DE ACCIDENTE,CAUSA,DIRECCIÓN,BARRIO,AREA,Coordenadas
2161608,06/29/2016,7:15 a.m.,miércoles,BUS,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 25 A Sur Carrera 43 A,VILLA GRANDE,Urbana,"(6.181689385, -75.582417986)"
2161594,06/29/2016,7:00 a.m.,miércoles,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 39  Sur Carrera 41,ZONA CENTRO,Urbana,"(6.167870042, -75.587448707)"
2161594,06/29/2016,7:00 a.m.,miércoles,BUS,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 39  Sur Carrera 41,ZONA CENTRO,Urbana,"(6.167870042, -75.587448707)"
2161596,06/29/2016,5:40 a.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 40  Sur Carrera 25 B,EL SALADO,Urbana,"(6.155114269, -75.578968941)"
2161596,06/29/2016,5:40 a.m.,miércoles,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 40  Sur Carrera 25 B,EL SALADO,Urbana,"(6.155114269, -75.578968941)"
2161589,06/28/2016,6:15 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 25 A Sur Carrera 43 A,VILLA GRANDE,Urbana,"(6.181689385, -75.582417986)"
2161592,06/28/2016,9:20 p.m.,martes,BICICLETA,PARTICULAR,Ciclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 25  Sur Carrera 44,ZU├æIGA,Urbana,"(6.182241808, -75.581473173)"
2161592,06/28/2016,9:20 p.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 25  Sur Carrera 44,ZU├æIGA,Urbana,"(6.182241808, -75.581473173)"
2161588,06/28/2016,9:10 p.m.,martes,CAMIONETA,PARTICULAR,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Tramo 372 Kilometro  10,VEREDA PALMAS,Rural,
2161587,06/28/2016,6:30 p.m.,martes,CAMPERO,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 39 B Sur Carrera 30,SAN JOSE,Urbana,"(6.16327841, -75.581916425)"
2161587,06/28/2016,6:30 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 39 B Sur Carrera 30,SAN JOSE,Urbana,"(6.16327841, -75.581916425)"
2161589,06/28/2016,6:15 p.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 25 A Sur Carrera 43 A,VILLA GRANDE,Urbana,"(6.181689385, -75.582417986)"
2161586,06/28/2016,6:00 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Atropello,Otra,Calle 40 C Sur Carrera 29,LA MINA,Urbana,"(6.160404351, -75.582515029)"
2161598,06/28/2016,2:15 p.m.,martes,CAMIONETA,PARTICULAR,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 39  Sur Carrera 25,N/R,Urbana,"(6.157563812, -75.579224131)"
2161598,06/28/2016,2:15 p.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 39  Sur Carrera 25,N/R,Urbana,"(6.157563812, -75.579224131)"
2161597,06/28/2016,11:00 a.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Diagonal 33 Transversal 33,LA MAGNOLIA,Urbana,"(6.173879308, -75.584283827)"
2161597,06/28/2016,11:00 a.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,HERIDO,Choque,Otra,Diagonal 33 Transversal 33,LA MAGNOLIA,Urbana,"(6.173879308, -75.584283827)"
2161593,06/28/2016,9:34 a.m.,martes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Diagonal 31 Transversal 32 D Sur,LAS FLORES,Urbana,"(6.17448507, -75.578695932)"
2161593,06/28/2016,9:34 a.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Diagonal 31 Transversal 32 D Sur,LAS FLORES,Urbana,"(6.17448507, -75.578695932)"
2161577,06/28/2016,9:25 a.m.,martes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Caida Ocupante,Otra,Calle 36 D Sur Carrera 27 D,VEREDA EL ESCOBERO,Urbana,"(6.164970853, -75.574637268)"
2161613,06/28/2016,6:40 a.m.,martes,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Tramo 377 Kilometro  1,VEREDA LA ESPERANZA,Rural,
2161613,06/28/2016,6:40 a.m.,martes,CAMPERO,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Tramo 377 Kilometro  1,VEREDA LA ESPERANZA,Rural,
2161578,06/27/2016,6:30 a.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 19  Sur Carrera 48,LAS VEGAS,Urbana,
2161580,06/27/2016,4:30 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Diagonal 31 Transversal 32 A Sur,LA MAGNOLIA,Urbana,"(6.174681134, -75.578471041)"
2161575,06/27/2016,7:26 a.m.,lunes,CAMIONETA,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 27  Sur Carrera 27 B,EL ESMERALDAL,Urbana,"(6.173240655, -75.569098008)"
2161579,06/27/2016,3:30 p.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,HERIDO,Choque,Otra,Diagonal 31 E Transversal 34 D Sur,LOS NARANJOS,Urbana,"(6.17201459, -75.579216112)"
2161579,06/27/2016,3:30 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Diagonal 31 E Transversal 34 D Sur,LOS NARANJOS,Urbana,"(6.17201459, -75.579216112)"
2161585,06/27/2016,12:10 p.m.,lunes,CAMIONETA,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 27  Sur Carrera 27,LA INMACULADA,Urbana,"(6.17243521, -75.567871917)"
2161571,06/27/2016,10:42 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 39  Sur Carrera 46 A,ALCALA,Urbana,"(6.170846461, -75.592725263)"
2161578,06/27/2016,6:30 a.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 19  Sur Carrera 48,LAS VEGAS,Urbana,
2161582,06/27/2016,6:50 a.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 46 A Sur Carrera 50,LAS VEGAS,Urbana,
2161585,06/27/2016,12:10 p.m.,lunes,CAMIONETA,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 27  Sur Carrera 27,LA INMACULADA,Urbana,"(6.17243521, -75.567871917)"
2161573,06/27/2016,6:30 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 27  Sur Carrera 28,EL ESMERALDAL,Urbana,"(6.175346318, -75.574583402)"
2161575,06/27/2016,7:26 a.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 27  Sur Carrera 27 B,EL ESMERALDAL,Urbana,"(6.173240655, -75.569098008)"
2161571,06/27/2016,10:42 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 39  Sur Carrera 46 A,ALCALA,Urbana,"(6.170846461, -75.592725263)"
2161582,06/27/2016,6:50 a.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 46 A Sur Carrera 50,LAS VEGAS,Urbana,
2161582,06/27/2016,6:50 a.m.,lunes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 46 A Sur Carrera 50,LAS VEGAS,Urbana,
2161573,06/27/2016,6:30 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 27  Sur Carrera 28,EL ESMERALDAL,Urbana,"(6.175346318, -75.574583402)"
2161572,06/27/2016,4:50 p.m.,lunes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Atropello,Otra,Calle 36  Sur Carrera 43,ZONA CENTRO,Urbana,"(6.171434076, -75.587040068)"
2161580,06/27/2016,4:30 p.m.,lunes,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Diagonal 31 Transversal 32 A Sur,LA MAGNOLIA,Urbana,"(6.174681134, -75.578471041)"
2161576,06/26/2016,7:00 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 36  Sur Carrera 27 A,VEREDA EL ESCOBERO,Urbana,"(6.167592229, -75.570654593)"
2161576,06/26/2016,7:00 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 36  Sur Carrera 27 A,VEREDA EL ESCOBERO,Urbana,"(6.167592229, -75.570654593)"
2161566,06/26/2016,4:00 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 40 F Sur Carrera 24 B,LA MINA,Urbana,"(6.156115722, -75.582407469)"
2161566,06/26/2016,4:00 p.m.,domingo,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 40 F Sur Carrera 24 B,LA MINA,Urbana,"(6.156115722, -75.582407469)"
2161556,06/26/2016,2:00 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 40 Calle 38 A Sur,ZONA CENTRO,Urbana,"(6.167977811, -75.586279404)"
2161556,06/26/2016,2:00 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Carrera 40 Calle 38 A Sur,ZONA CENTRO,Urbana,"(6.167977811, -75.586279404)"
2161553,06/26/2016,12:55 p.m.,domingo,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 39  Sur Carrera 43 A,ZONA CENTRO,Urbana,"(6.169120914, -75.589530358)"
2161553,06/26/2016,12:55 p.m.,domingo,BUS,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 39  Sur Carrera 43 A,ZONA CENTRO,Urbana,"(6.169120914, -75.589530358)"
2161548,06/25/2016,10:00 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 21  Sur Carrera 43 A,AVENIDA EL POBLADO,Urbana,"(6.18399286, -75.579597643)"
2161548,06/25/2016,10:00 p.m.,sábado,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 21  Sur Carrera 43 A,AVENIDA EL POBLADO,Urbana,"(6.18399286, -75.579597643)"
2161549,06/25/2016,3:10 p.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 33 B Sur Carrera 48,LAS VEGAS,Urbana,"(6.172981087, -75.586076226)"
2161549,06/25/2016,3:10 p.m.,sábado,CAMIONETA,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 33 B Sur Carrera 48,LAS VEGAS,Urbana,"(6.172981087, -75.586076226)"
2161567,06/25/2016,10:50 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 34  Sur Carrera 48,ALCALA,Urbana,
2161567,06/25/2016,10:50 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 34  Sur Carrera 48,ALCALA,Urbana,
2161558,06/25/2016,10:50 a.m.,sábado,BUS,PUBLICO,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 38 A Sur Carrera 21,MESA,Urbana,
2161558,06/25/2016,10:50 a.m.,sábado,MICROBUS,PUBLICO,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 38 A Sur Carrera 21,MESA,Urbana,
2161563,06/25/2016,10:10 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2161563,06/25/2016,10:10 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 37  Sur Carrera 50,LAS VEGAS,Urbana,
2161554,06/25/2016,7:45 a.m.,sábado,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 38 A Sur Carrera 43 A,ZONA CENTRO,Urbana,"(6.169807343, -75.589125359)"
2161554,06/25/2016,7:45 a.m.,sábado,MICROBUS,PUBLICO,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 38 A Sur Carrera 43 A,ZONA CENTRO,Urbana,"(6.169807343, -75.589125359)"
2161544,06/25/2016,12:15 a.m.,sábado,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 43 A,LAS CASITAS,Urbana,
2161544,06/25/2016,12:15 a.m.,sábado,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 43 A,LAS CASITAS,Urbana,
2161559,06/24/2016,6:50 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Exceso de velocidad,Calle 36 D Sur Carrera 26 A,VEREDA EL ESCOBERO,Urbana,"(6.161435642, -75.568489492)"
2161559,06/24/2016,6:50 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Exceso de velocidad,Calle 36 D Sur Carrera 26 A,VEREDA EL ESCOBERO,Urbana,"(6.161435642, -75.568489492)"
2161545,06/24/2016,4:35 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Fallas en el sistema electrico,Calle 39  Sur Carrera 44,ALCALA,Urbana,"(6.169314183, -75.5901252)"
2161545,06/24/2016,4:35 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Fallas en el sistema electrico,Calle 39  Sur Carrera 44,ALCALA,Urbana,"(6.169314183, -75.5901252)"
2161545,06/24/2016,4:35 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Fallas en el sistema electrico,Calle 39  Sur Carrera 44,ALCALA,Urbana,"(6.169314183, -75.5901252)"
2161545,06/24/2016,4:35 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Fallas en el sistema electrico,Calle 39  Sur Carrera 44,ALCALA,Urbana,"(6.169314183, -75.5901252)"
2161552,06/24/2016,2:20 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Carrera 42 A Calle 46 E Sur,EL TRIANON,Urbana,"(6.161118422, -75.594469658)"
2161552,06/24/2016,2:20 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Carrera 42 A Calle 46 E Sur,EL TRIANON,Urbana,"(6.161118422, -75.594469658)"
2161555,06/24/2016,6:40 a.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Diagonal 32 D Transversal 33  Sur,LA MAGNOLIA,Urbana,"(6.174101275, -75.583606066)"
2161555,06/24/2016,6:40 a.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Otra,Diagonal 32 D Transversal 33  Sur,LA MAGNOLIA,Urbana,"(6.174101275, -75.583606066)"
2161547,06/24/2016,11:00 p.m.,viernes,CAMPERO,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 47 Calle 36 A Sur,N/R,Urbana,
2161547,06/24/2016,11:00 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 47 Calle 36 A Sur,N/R,Urbana,
2161546,06/24/2016,10:05 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 37  Sur Carrera 39,ZONA CENTRO,Urbana,"(6.169035546, -75.584847552)"
2161546,06/24/2016,10:05 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 37  Sur Carrera 39,ZONA CENTRO,Urbana,"(6.169035546, -75.584847552)"
2161546,06/24/2016,10:05 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 37  Sur Carrera 39,ZONA CENTRO,Urbana,"(6.169035546, -75.584847552)"
2161546,06/24/2016,10:05 p.m.,viernes,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 37  Sur Carrera 39,ZONA CENTRO,Urbana,"(6.169035546, -75.584847552)"
2161540,06/24/2016,10:00 p.m.,viernes,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 50  Sur Carrera 48,N/R,Urbana,
2161540,06/24/2016,10:00 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 50  Sur Carrera 48,N/R,Urbana,
2161551,06/24/2016,11:30 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Tramo 181 Kilometro  7,N/R,Rural,
2161551,06/24/2016,11:30 p.m.,viernes,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Tramo 181 Kilometro  7,N/R,Rural,
2161570,06/23/2016,12:00 p.m.,jueves,CAMION,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 32 B Sur Carrera 48,LAS VEGAS,Urbana,"(6.177255701, -75.590031365)"
2161569,06/23/2016,12:00 p.m.,jueves,CAMIONETA,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 41,ZONA CENTRO,Urbana,"(6.169855492, -75.586196006)"
2161569,06/23/2016,12:00 p.m.,jueves,AUTOMOVIL,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 41,ZONA CENTRO,Urbana,"(6.169855492, -75.586196006)"
2161521,06/23/2016,7:30 a.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Volcamiento,Exceso de velocidad,Tramo 371 Kilometro  11,VEREDA EL ESCOBERO,Rural,
2161557,06/23/2016,7:10 a.m.,jueves,CAMIONETA,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 25  Sur Carrera 43 A,ZU├æIGA,Urbana,"(6.181560189, -75.582016491)"
2161557,06/23/2016,7:10 a.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Calle 25  Sur Carrera 43 A,ZU├æIGA,Urbana,"(6.181560189, -75.582016491)"
2161541,06/23/2016,6:20 a.m.,jueves,CAMIONETA,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2161541,06/23/2016,6:20 a.m.,jueves,CAMPERO,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,No mantener distancia de seguridad,Carrera 48 Calle 30  Sur,LAS VEGAS,Urbana,"(6.179366643, -75.588084104)"
2161535,06/23/2016,11:42 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Transversal 34 D Sur Diagonal 31 E,LOS NARANJOS,Urbana,"(6.172106631, -75.579275117)"
2161535,06/23/2016,11:42 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Desobedecer senales,Transversal 34 D Sur Diagonal 31 E,LOS NARANJOS,Urbana,"(6.172106631, -75.579275117)"
2161532,06/23/2016,8:40 p.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,MUERTO,Atropello,Cruzar sin observar,Calle 32 B Sur Carrera 50,LAS VEGAS,Urbana,
2161561,06/23/2016,7:40 p.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 36  Sur Carrera 43 A,ZONA CENTRO,Urbana,"(6.171868319, -75.587748226)"
2161561,06/23/2016,7:40 p.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 36  Sur Carrera 43 A,ZONA CENTRO,Urbana,"(6.171868319, -75.587748226)"
2161583,06/23/2016,6:30 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 37  Sur Carrera 48,GLORIETA EXITO,Urbana,"(6.17412211, -75.593061115)"
2161583,06/23/2016,6:30 p.m.,jueves,CAMION,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 37  Sur Carrera 48,GLORIETA EXITO,Urbana,"(6.17412211, -75.593061115)"
2161584,06/23/2016,6:10 p.m.,jueves,CAMIONETA,OFICIAL,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Calle 41 B Sur Carrera 34,N/R,Urbana,"(6.16121571, -75.587769348)"
2161584,06/23/2016,6:10 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,SOLO DAÑOS,Choque,Reverso imprudente,Calle 41 B Sur Carrera 34,N/R,Urbana,"(6.16121571, -75.587769348)"
2161542,06/23/2016,6:00 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Tramo 372 Kilometro  10,VEREDA PALMAS,Rural,
2161542,06/23/2016,6:00 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Femenino,No,N/A,HERIDO,Choque,Otra,Tramo 372 Kilometro  10,VEREDA PALMAS,Rural,
2161534,06/23/2016,4:20 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 39  Sur Carrera 50,LAS VEGAS,Urbana,
2161534,06/23/2016,4:20 p.m.,jueves,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 39  Sur Carrera 50,LAS VEGAS,Urbana,
2161538,06/23/2016,4:17 p.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 39  Sur Carrera 27,N/R,Urbana,"(6.159217585, -75.578834618)"
2161538,06/23/2016,4:17 p.m.,jueves,CAMIONETA,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 39  Sur Carrera 27,N/R,Urbana,"(6.159217585, -75.578834618)"
2161550,06/23/2016,3:50 p.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Caida Ocupante,Otra,Calle 36  Sur Carrera 50,LAS VEGAS,Urbana,
2161543,06/23/2016,2:20 p.m.,jueves,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,HERIDO,Choque,Otra,Calle 49  Sur Carrera 50,LAS VEGAS,Urbana,
2161543,06/23/2016,2:20 p.m.,jueves,CAMIONETA,PARTICULAR,Conductor,Femenino,No,N/A,HERIDO,Choque,Otra,Calle 49  Sur Carrera 50,LAS VEGAS,Urbana,
2161570,06/23/2016,12:00 p.m.,jueves,CAMIONETA,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 32 B Sur Carrera 48,LAS VEGAS,Urbana,"(6.177255701, -75.590031365)"
2161560,06/22/2016,5:45 p.m.,miércoles,AUTOMOVIL,PARTICULAR,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Otra,Calle 30  Sur Carrera 50,LAS VEGAS,Urbana,
2161539,06/22/2016,5:00 p.m.,miércoles,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Estacionar sin seguridad,Calle 41  Sur Carrera 24,LA MINA,Urbana,"(6.152747542, -75.584448201)"
2161539,06/22/2016,5:00 p.m.,miércoles,MOTOCICLETA,PARTICULAR,Motociclista,Masculino,No,N/A,SOLO DAÑOS,Choque,Estacionar sin seguridad,Calle 41  Sur Carrera 24,LA MINA,Urbana,"(6.152747542, -75.584448201)"
2161539,06/22/2016,5:00 p.m.,miércoles,CAMION,PUBLICO,Conductor,Masculino,No,N/A,SOLO DAÑOS,Choque,Estacionar sin seguridad,Calle 41  Sur Carrera 24,LA MINA,Urbana,"(6.152747542, -75.584448201)"
