CENSUS	YEAR	DATE	Data	DATE	SITE	BLOCK	FIELD	FIELDNEW	CHECK	AREA	SPTREAT	DEPTH	TUSW	GWFG	WHGO	CAGO	MALL	GADW	GWTE	CITE	UNTE	AMWI	NOPI	NOSH	RIDU	CANV	BUFF	WODU	RUDU	EUWI	UNDU	PBGB	SORA	COOT	COMO	AMBI	BCNH	GBHE	SNEG	GREG	WFIB	SACR	AMAV	BNST	BBPL	KILL	LBCU	GRYE	LEYE	LBDO	SNIP	DUNL	WESA	LESA	PEEP	RUFF	UNSH	RBGU	HEGU	CAGU	GUSP	WATERFWL	LLWADERS	SHOREBDS	AQBIRDS
3	2	13-Dec-94	12.00	712	palmtree	2	10	710	8	6.64	fld	24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.08433735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.08433735
5	1	17-Jan-94	13.00	382	palmtree	2	8	708	6	3.69	rlfld	23.9	0	0	0.27100271	0	0	0	0	0	0	9.214092141	6.775067751	1.89701897	0	0	0	0	0	0	0	0	0	34.41734417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.15718157	0	0	52.57452575
2	1	02-Dec-93	12.00	336	palmtree	2	10	710	3	6.04	rlfld	23.8	0	0	0	0.82781457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82781457	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82781457	0	0.82781457	1.655629139
2	1	02-Dec-93	12.00	336	palmtree	2	10	710	7	6.97	rlfld	23.7	0	0	0	0	0.143472023	0	0	0	0	0	0	0.143472023	0	0	0	0	0	0	0	0	0	65.99713056	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286944046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286944046	0	0.286944046	66.57101865
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	5	3.55	rlfld	23.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281690141	0	0	0	6.76056338	0	0	0	0	0	0	0	0	0	0	0	7.042253521	7.042253521
9	2	20-Feb-95	14.00	781	palmtree	2	10	710	9	7.04	fld	23.6	0	0	0	0	52.98295455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426136364	0	0	0	0.142045455	0	0.568181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.98295455	0.710227273	0	54.11931818
2	1	02-Dec-93	12.00	336	palmtree	2	10	710	6	6.77	rlfld	23.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.988183161	0	0	0	0	0	0	0	0	0	0	0	0	0	1.033973412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.033973412	5.022156573
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	8	3.69	rlfld	23.4	0	0	0	0	0	0.27100271	0	0	0	0	0	0.81300813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27100271	0	1.08401084	0	0.27100271	0.271	2.16802168	0	0.27100271	0	0	0	0	0	0	0	1.08401084	0	4.33604336	5.420054201
5	1	17-Jan-94	13.00	382	palmtree	2	8	708	3	3.29	rlfld	23.4	0	0	0	0	0	0	0	0	0	5.47112462	3.647416413	0.303951368	0	0	0	0	0	0	0	0	0	32.82674772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.422492401	0	0	42.24924012
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	4	3.45	rlfld	23.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.289855072	0	0.579710145	0	0	0	2.898550725	0	0	0	0	0	0	0	0	0	0	0	3.768115942	3.768115942
8	1	17-Feb-94	14.00	413	palmtree	2	8	708	7	3.62	rlfld	23.2	0	0	0	0	23.48066298	0	0.276243094	0	0	22.9281768	2.762430939	9.668508287	0	0	0	0	0	0	0	0	0	15.74585635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.1160221	0	0	74.86187845
4	2	19-Dec-94	12.00	718	palmtree	2	10	710	8	6.64	fld	23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	29-Dec-94	12.00	728	palmtree	2	9	709	4	10.12	rmvfld	23.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.470355731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.470355731
8	1	17-Feb-94	14.00	413	palmtree	2	8	708	5	3.55	rlfld	22.6	0	0	0	0	34.64788732	0	0	0	0	37.18309859	7.323943662	9.85915493	0	0	0	0	0	0	0	0	0	0.845070423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.01408451	0	0	89.85915493
9	1	27-Feb-94	14.00	423	palmtree	2	8	708	8	3.69	rlfld	22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1	26-Jan-94	13.00	391	palmtree	2	8	708	3	3.29	rlfld	22.4	0	0	0	0	4.863221884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.08206687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.863221884	0	0	41.94528875
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	2	2.95	rlfld	22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338983051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338983051	0.338983051
3	1	10-Dec-93	12.00	344	palmtree	2	10	710	9	7.04	rlfld	22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.136363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.136363636
5	1	17-Jan-94	13.00	382	palmtree	2	8	708	2	2.95	rlfld	22.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.23728814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.23728814
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	7	3.62	rlfld	22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.933701657	0	0.828729282	0	0	1.10497	8.563535912	1	3.314917127	0	0	0	0	0	0	0	0	0	16.02209945	16.02209945
9	1	27-Feb-94	14.00	423	palmtree	2	8	708	7	3.62	rlfld	22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5801105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5801105
1	2	22-Nov-94	11.00	691	palmtree	2	10	710	8	6.64	fld	22.1	0	0	0	0	0.602409639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.70481928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.602409639	0	0	14.30722892
2	2	30-Nov-94	11.00	699	palmtree	2	10	710	8	6.64	fld	22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.34337349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.34337349
4	1	07-Jan-94	13.00	372	palmtree	2	8	708	1	3.3	rlfld	22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.6666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.6666667
1	1	17-Nov-93	11.00	321	palmtree	2	10	710	3	6.04	rlfld	21.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.152317881	0	2.649006623	0	0	0.16556	3.80794702	0	0.82781457	0	0	0	0	0	0	0	0	0	9.602649007	9.602649007
6	2	23-Jan-95	13.00	753	palmtree	2	10	710	9	7.04	fld	21.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	2	01-Mar-95	15.00	790	palmtree	2	10	710	9	7.04	fld	21.6	0	0	0	0	52.27272727	0	0	0	0	3.409090909	0	0	0	0	0	0	0	0	0	0	0	6.676136364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.68181818	0	0	62.35795455
8	1	17-Feb-94	14.00	413	palmtree	2	8	708	3	3.29	rlfld	21.4	0	0	0	0	2.73556231	0	0	0	0	0	0.607902736	0.303951368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.647416413	0	0	3.647416413
11	2	12-Mar-95	15.00	801	palmtree	2	10	710	7	6.97	fld	21.3	0	0	0	0	5.882352941	0	1.721664275	0	0	0	1.291248207	1.43472023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.32998565	0	0	10.32998565
7	1	08-Feb-94	14.00	404	palmtree	2	8	708	2	2.95	rlfld	21.3	0	0	0	0	10.84745763	0	0	0	0	0.677966102	0	3.728813559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.25423729	0	0	15.25423729
7	1	08-Feb-94	14.00	404	palmtree	2	10	710	9	7.04	rlfld	21.3	0	0	0	0	7.8125	0	0	0	0	10.08522727	0.568181818	4.261363636	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.56818182	0	0	25.56818182
6	1	26-Jan-94	13.00	391	palmtree	2	8	708	2	2.95	rlfld	21.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.28813559	0	0	0	0	0	0.338983051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.338983051	0	37.62711864
8	1	17-Feb-94	14.00	413	palmtree	2	10	710	8	6.64	rlfld	21.2	0	0	0	0	7.379518072	0	0	0	0	0.451807229	0.602409639	0.903614458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.337349398	0	0	9.337349398
2	2	30-Nov-94	11.00	699	palmtree	2	9	709	3	4.05	rmvfld	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	02-Dec-93	12.00	336	palmtree	2	8	708	1	3.3	rlfld	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.303030303	0.303030303
2	2	30-Nov-94	11.00	699	palmtree	2	9	709	4	10.12	rmvfld	21.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.88537549	0	0	0	0	0	0.098814229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098814229	0	17.98418972
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	6	3.69	rlfld	20.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27100271	0	0.81300813	0	0	7.85908	7.859078591	0	0.54200542	0	0	0	0	0	0	0	0	0	17.34417344	17.34417344
8	1	17-Feb-94	14.00	413	palmtree	2	8	708	6	3.69	rlfld	20.9	0	0	0	0	33.33333333	0	0.54200542	0	0	52.03252033	15.17615176	11.92411924	0	0	0	0	0	0	0	0	0	1.62601626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113.0081301	0	0	114.6341463
3	1	10-Dec-93	12.00	344	palmtree	2	10	710	3	6.04	rlfld	20.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331125828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331125828	0.331125828
4	1	07-Jan-94	13.00	372	palmtree	2	10	710	7	6.97	rlfld	20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	17-Jan-94	13.00	382	palmtree	2	10	710	7	6.97	rlfld	20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.32998565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.32998565
9	1	27-Feb-94	14.00	423	palmtree	2	8	708	3	3.29	rlfld	20.4	0	0	0	0	11.85410334	0	0	0	0	3.039513678	1.823708207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.71732523	0	0	16.71732523
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	3	3.29	rlfld	20.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.215805471	0	0	0	0	0	18.8449848	0	0	0	0	0	0	0	0	0	0	0	20.06079027	20.06079027
7	2	30-Jan-95	13.00	760	palmtree	2	10	710	7	6.97	fld	20.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	2	12-Mar-95	15.00	801	palmtree	2	10	710	4	6.77	fld	20.3	0	0	0	0	4.283604136	0	0	0	0	0	1.329394387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.612998523	0	0	5.612998523
6	2	23-Jan-95	13.00	753	palmtree	2	10	710	8	6.64	fld	20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	2	12-Feb-95	14.00	773	palmtree	2	10	710	8	6.64	fld	20.1	0	0	0	0	0.301204819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301204819	0	0	0.301204819
4	1	07-Jan-94	13.00	372	palmtree	2	10	710	3	6.04	rlfld	19.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165562914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165562914	0	0.165562914
3	1	10-Dec-93	12.00	344	palmtree	2	10	710	7	6.97	rlfld	19.7	0.143472023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.430416069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143472023	0	0	0.573888092
6	1	26-Jan-94	13.00	391	palmtree	2	10	710	7	6.97	rlfld	19.7	0	0	0	0	90.10043042	0	0.286944046	0.717	0	4.304160689	1.291248207	13.91678623	0	0	0	0	0	0	0	0	0	4.017216643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.6169297	0	0	114.6341463
9	1	27-Feb-94	14.00	423	palmtree	2	8	708	5	3.55	rlfld	19.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	17-Jan-94	13.00	382	palmtree	2	10	710	6	6.77	rlfld	19.4	0	0	0	0	0	0	0	0	0	0	0	0.59084195	0	0	0	0	0	0	0	0	0	48.59675037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59084195	0	0	49.18759232
4	2	19-Dec-94	12.00	718	palmtree	2	10	710	7	6.97	fld	19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	2	29-Dec-94	12.00	728	palmtree	2	10	710	7	6.97	fld	19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	2	13-Dec-94	12.00	712	palmtree	2	10	710	7	6.97	fld	19.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.612625538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.612625538
2	2	30-Nov-94	11.00	699	palmtree	2	10	710	7	6.97	fld	19.3	0	0	0	0	0	0	0	0	0	0	0	0.143472023	0	0	0	0	0	0	0	0	0	60.97560976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143472023	0	0	61.11908178
9	1	27-Feb-94	14.00	423	palmtree	2	10	710	8	6.64	rlfld	19.2	0	0	0	0	9.036144578	0	0	0	0	54.21686747	0	2.259036145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.51204819	0	0	65.51204819
9	1	27-Feb-94	14.00	423	palmtree	2	8	708	6	3.69	rlfld	18.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	17-Nov-93	11.00	321	palmtree	2	10	710	7	6.97	rlfld	18.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.721664275	0	0	0	0	0	0	0	0	0	0	0	0.430416069	0	1.578192253	0	0.143472023	0.14347	3.012912482	0	1.147776184	0	0	0	0	0	0	0	0	0	6.456241033	8.177905308
5	2	29-Dec-94	12.00	728	palmtree	2	10	710	6	6.77	fld	18.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	2	22-Nov-94	11.00	691	palmtree	2	10	710	7	6.97	fld	18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	02-Dec-93	12.00	336	palmtree	2	10	710	2	6.01	rlfld	18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166389351	0	0	0	0	0	0	0	0	0	0.166389351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166389351	0.166389351	0.332778702
8	1	17-Feb-94	14.00	413	palmtree	2	10	710	9	7.04	rlfld	18.3	0	0	0	0	35.79545455	0	0	0	0	0.994318182	0	1.420454545	0	0	0	0	0	0	0	0	0	1.136363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.21022727	0	0	39.34659091
6	1	26-Jan-94	13.00	391	palmtree	2	8	708	4	3.45	rlfld	18.2	0	0	0	0	3.47826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.08695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.47826087	0	0	29.56521739
3	2	13-Dec-94	12.00	712	palmtree	2	10	710	2	6.01	fld	18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	2	19-Dec-94	12.00	718	palmtree	2	10	710	2	6.01	fld	18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	2	30-Nov-94	11.00	699	palmtree	2	10	710	2	6.01	fld	18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.665557404	0	1.164725458	0	0	0.16639	0	0	0	0	0	0	0	0	0	0	0	0	1.996672213	1.996672213
4	2	19-Dec-94	12.00	718	palmtree	2	9	709	3	4.05	rmvfld	18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.50617284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.50617284
5	1	17-Jan-94	13.00	382	palmtree	2	8	708	1	3.3	rlfld	18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.54545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.54545455
1	1	17-Nov-93	11.00	321	palmtree	2	10	710	6	6.77	rlfld	17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295420975	0	0	0	0	0	1.1816839	0	1.033973412	0	0.147710487	0	27.0310192	0	0.443131462	0	1	0	0	0	0	0	0	0.295420975	29.98522895	30.28064993
6	2	23-Jan-95	13.00	753	palmtree	2	10	710	7	6.97	fld	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	2	30-Jan-95	13.00	760	palmtree	2	10	710	4	6.77	fld	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	10-Dec-93	12.00	344	palmtree	2	10	710	2	6.01	rlfld	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166389351	0	0	0	0	0	0	0	0	0	0.166389351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166389351	0.166389351	0.332778702
1	1	17-Nov-93	11.00	321	palmtree	2	10	710	2	6.01	rlfld	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.998336106	0	0	0	0	0	1.164725458	0	0.166389351	0	0	0	0	0	0	0	0	0	2.329450915	2.329450915
1	1	17-Nov-93	11.00	321	palmtree	2	10	710	4	6.77	rlfld	17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147710487	0	0	0	0	0	0	0	0	0	2.067946824	0	1.1816839	0	1.033973412	0.14771	14.32791728	0	0.738552437	0	0	0	0	0	0	0	0	0.147710487	19.49778434	19.64549483
9	1	27-Feb-94	14.00	423	palmtree	2	10	710	9	7.04	rlfld	17.3	0	0	0	0	3.835227273	0	0.284090909	0	0	28.40909091	0	1.420454545	0	0	0	0	0	0	0	0	0	0.426136364	0	0.142045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.94886364	0.142045455	0	34.51704545
9	2	20-Feb-95	14.00	781	palmtree	2	10	710	8	6.64	fld	17.1	0	0	0	0	3.614457831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.614457831	0	0	3.614457831
4	2	19-Dec-94	12.00	718	palmtree	2	10	710	3	6.04	fld	17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.119205298	0	0	0	0	0	0.165562914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165562914	0	7.284768212
1	1	17-Nov-93	11.00	321	palmtree	2	8	708	1	3.3	rlfld	17.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.848484848	0	0	0	0	0.30303	20.3030303	0	0.909090909	0	0	0	0	0	0	0	0	0	26.36363636	26.36363636
4	2	19-Dec-94	12.00	718	palmtree	2	10	710	1	6.77	fld	17	0	0	0	0	0.147710487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147710487	0	0	0.147710487
2	2	30-Nov-94	11.00	699	palmtree	2	9	709	2	3.4	rmvfld	16.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29412	0	0	0	0	0	0	0	0	0	0	0	0	0.294117647	0.294117647
7	1	08-Feb-94	14.00	404	palmtree	2	10	710	7	6.97	rlfld	16.7	0	0	0	0	4.447632712	0	0	0	0	14.06025825	17.64705882	5.738880918	0	0	0	0	0	0.143	0	0	0	11.19081779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.03730273	0	0	53.22812052
